"Typenbezeichnung","count","Hersteller"
"Nordex N149-4.5 MW STE",1,1628
"Nordex N149/149/5700",1,1627
"Nordex N149/4500",1,1627
"Nordex N149/5.X/TS125",1,1628
"Nordex N177 / 2400",1,1627
"Nordex N27 - 250 kW",1,1627
"Nordex N29",1,NULL
"Nordex N29 250 KW",1,1627
"Nordex N43 Mk2",1,1627
"Nordex N43 Mk3",1,1643
"Nordex N50",1,1627
"Nordex N52",1,1628
"Nordex N54 - Mk1",1,1628
"Nordex N54/1.0Mw/60m",1,1627
"Nordex N80",1,1627
"Nordex N90/90/2300",1,1627
"Nordex NC1 (Stall)",1,1627
"Nordex NX 100 / 2500 IEC3A",1,1627
"Nordtank NTK 150",1,2891
"Nordtank NTK 300/31",1,2554
"Nordtank NTK 500/41",1,1660
"Nordtank NTk 500/41",1,1666
"Norex N29",1,1628
"Nowa-Wind 12 AC",1,2900
"Osiris 1.6",1,1590
"Osirs 1,6 KW",1,2554
"PM CEW6",1,1585
"PM Synchron Generator",1,2554
"PMG",1,2554
"PSW EN-Drive 2000",1,2554
"PSWW-01",1,1634
"PW56",1,1633
"PW90",1,1633
"PWE 1577",1,1630
"PWE 650/75",1,2554
"PWE 650/S75",1,1631
"PWE 650S75",1,1630
"Phono W-5.0",1,2554
"Q82",1,1635
"Quingdao Techwell Power Co.Ltd - Modell TECH-3KW",1,2554
"R-40",1,1586
"REPower MD 77, 70505",1,2888
"REPower MD 77, 70506",1,2888
"REPower MD 77, 70513",1,2888
"REYMO DANmark 22-Schwachwind, 95 kW",1,2554
"REpower 3.2M",1,2888
"REpower 3.4 M",1,2888
"REpower 3.4M 104",1,2888
"REpower 3.4M-104",1,1645
"REpower 3.4M104",1,2554
"REpower 48/600",1,NULL
"REpower MD 70",1,2554
"REpower MD77",1,NULL
"REpower MM 82",1,2888
"REpower Systems MM82",1,1645
"RWT-5K67(DE),passiv-pitchgeregelt,getriebelos(PM)",1,1653
"RePower MD 70",1,2888
"RePower MD70",1,1645
"RePower MM82",1,1645
"Repower 3,4M104",1,1645
"Repower 3.2 M 114",1,2888
"Repower 3.2 M114",1,2888
"Repower 3.2M 114",1,1645
"Repower 3.2M 114",1,2888
"Repower 3.4 M",1,1645
"Repower 3.4M104",1,1633
"Repower 43/600",1,2888
"Repower MD 11077",1,1645
"Repower MD77  / 1,5MW",1,2554
"Repower MM 82 Evolution",1,1645
"Repower MM 92",1,1645
"Repower MM82",1,2888
"Repower RE 3,4XM",1,1645
"Repower3.2M114",1,2888
"Ropatec Big Star",1,1637
"Ropatec WindRotor WRE200",1,1637
"Rutland 913",1,2554
"S 70",1,1628
"S 70",1,2888
"S 77 G96",1,1652
"S ＆ W 15 kw",1,2554
"S+W 20KW",1,1639
"S+W 7,5",1,1639
"S.46/600",1,1652
"S46/600",1,1652
"S46044",1,1652
"S46045",1,1652
"S70",1,2554
"S70 R65",1,1627
"S70 R65",1,1652
"S77 / 1500 kW",1,1652
"S77- 1500KW-100m",1,1652
"S77/1500",1,1627
"S77R85",1,1652
"S88-2.1 MW",1,2554
"SB10",1,2554
"SDD 100",1,1641
"SE 3.2M-114",1,1645
"SE 3.7M 144 EBC",1,1645
"SE140",1,1645
"SE3,2-114",1,1645
"SE3.2-114",1,1645
"SEEWIND 20/110",1,1644
"SEN 3.2M114",1,1645
"SENVION 3.4M",1,1645
"SET-3.0-113",1,1646
"SG 490",1,2554
"SG 500",1,2554
"SG-5.0-132",1,1001679
"SMA Windy Boy 3800",1,2554
"SMAWindy Boy 1100LV",1,1647
"SN 31/270",1,1652
"SPE Smart!wind",1,1582
"SW 10",1,2554
"SW 3,5",1,2554
"SW 5",1,2554
"SW 5,5",1,1582
"SW3.4",1,2902
"SWP 600",1,1612
"SWT -2.3 - DD - 113",1,1646
"SWT 130-3,6",1,1646
"SWT 142 3,15",1,1646
"SWT 142-3,15MW",1,1646
"SWT 3,6 - 120",1,1646
"SWT 3,6-120",1,1646
"SWT 3.6 - 107",1,1646
"SWT 3.6- 120",1,1646
"SWT 3.6-120",1,1646
"SWT 3.6-130",1,1646
"SWT 6.0 - 154",1,1646
"SWT 7.0-154",1,1646
"SWT DD - 142",1,1646
"SWT-0,6-44 MK4",1,2889
"SWT-2.93-93",1,1646
"SWT-3,2-113",1,1646
"SWT-3.15.142/3.150kW",1,1646
"SWT-3.15.142/3.300kW",1,1646
"SWT-3.3-130",1,1646
"SWT-4.0-130",1,NULL
"SWT-DD130",1,1646
"SWT-dd",1,1646
"SWT_D",1,1646
"SWWR5",1,2554
"Schachner SW 1,5",1,2554
"Schachner SW5",1,2554
"Seewind 110",1,2554
"Seewind 20 / 110",1,1644
"Seewind 52",1,1644
"Seewind 52-750-74 VS",1,1644
"Seewind S 20 110",1,1644
"Seewind/ 20/110",1,1644
"Senvion 3,2MW114",1,1645
"Senvion 3.0",1,1645
"Senvion 3.0M/122/139 m",1,1645
"Senvion 3.2 M 114",1,1645
"Senvion 3.2M114",1,2888
"Senvion 3.2M114 VG",1,1645
"Senvion 3.4 M114",1,1645
"Senvion 3.4M122",1,1645
"Senvion 3.4M122NES",1,1645
"Senvion 3.4MW",1,1645
"Senvion 3.6M114",1,1645
"Senvion 4.2 M 118",1,1645
"Senvion MD 77-1500",1,1645
"Senvion MM 92",1,1645
"Senvion MM82/2000",1,1645
"Siemens SWT - 2.3DD",1,1646
"Siemens SWT 3,6 -107",1,1646
"Siemens SWT 3,6-120",1,1646
"Siemens SWT-130",1,1646
"Siemens Wind Power A/S 76",1,2554
"Sky Line SL - 30",1,1671
"Sky Wind NG",1,2554
"SkyLineSl-30",1,1671
"SkyStream 3:7",1,2554
"SkyWind NG",1,NULL
"SkyWind NG 1,0",1,2902
"SkyWind NG 1000 Watt",1,1594
"SkyWindNG",1,2554
"Skyline SL 30",1,2554
"Skyline SL-10",1,1671
"Skyline SL-30",1,1671
"Skywind NG",1,1594
"Skywind NG Turbine",1,1594
"Skywind SWNG1000",1,2554
"Smart Wind 5,5",1,1582
"Smart!wind SW-7.5 (mit Generator VK-250)",1,NULL
"Spin Wind X500",1,1611
"SpinWind X500",1,1611
"Spinwind",1,2554
"Spinwind X500",1,1611
"Step 15KWA",1,NULL
"Sternberg",1,1670
"SÜDWIND N 3127/50",1,1652
"SÜDWIND S-46/600 kW",1,1652
"SÜDWIND S-70",1,1652
"Südwind GmbH, S.31 / N3127",1,2554
"Südwind N1230",1,2554
"Südwind N1230/36m",1,1652
"Südwind N3127",1,1652
"Südwind S 46/600",1,1652
"Südwind S-70",1,1652
"Südwind S70",1,1628
"Südwind S77-2G111",1,1628
"Südwind Serie 3335/50-3",1,1652
"S＆W 15",1,2554
"S＆W 5,5 kW",1,1639
"S＆W 6.0",1,1639
"S＆W20.0",1,2554
"TN 535",1,2554
"TN535-0185",1,1655
"TW 1,5",1,1654
"TW 1,5s",1,2873
"TW 1,5sl",1,1654
"TW 1.5 sl",1,1597
"TW 1.5s",1,2884
"TW 1.5s bzw 1.5s",1,1654
"TW 60",1,1654
"TW 600",1,2554
"TW 600 a",1,1597
"TW 600E",1,1654
"TW 600a",1,1597
"TW-600 e",1,1597
"TW-80",1,1654
"TW1.5s",1,1654
"TW1.5sL",1,1654
"TW600",1,1597
"TW600",1,2554
"TW600E",1,1654
"TW600a",1,1586
"TYP EasyWind 6 AC",1,1585
"Tacke TW 60",1,1654
"Tacke TW 600-e",1,1597
"Tacke TW600",1,1654
"Tacke ZW 1,5s",1,2884
"Testturm I",1,1585
"Testturm II",1,1585
"Testturm III",1,1585
"Tesup Atlas2.0",1,2554
"Tozzi 10",1,1655
"Turbina TE 20",1,2554
"Turbina TE20",1,2554
"Tw 600 e",1,1654
"Tw500",1,1654
"Tw60",1,1654
"TwistAD-WW1",1,2554
"Typ 2000 M",1,1634
"Typ 2000.3/10-LXP",1,1634
"Typ 2000/10—M",1,1634
"Typ Aircon 10S",1,2554
"Typ E-40",1,1586
"Typ E-70 E4",1,1586
"Typ ENERCON E-115",1,1586
"Typ Enercon 40/6.44 kw",1,1586
"Typ Nordex N131 3.3",1,1628
"Typ Vensys 100",1,1657
"U 30",1,2554
"UGE-4kw",1,2554
"UNiwind 10KW",1,1656
"UW20",1,1656
"Uni Wind 10,0",1,1656
"Uni Wind 10-10",1,1656
"Uni Wind 20 10kW",1,1656
"Uni Wind UW30-350",1,2554
"UniWind 15",1,1656
"UniWind Invert 10",1,1656
"UniWind10",1,1656
"UniWind20",1,1656
"Uniwind30",1,1656
"Uw30",1,1656
"V 100-1.8 MW Grid Streamer",1,1660
"V 117 3,45 MW",1,1660
"V 117-3",1,1660
"V 117-3,45 MW",1,1660
"V 126 3,45 MW",1,1660
"V 126-3.6MW",1,1660
"V 136-4.0/4.2 MW",1,1660
"V 140",1,1660
"V 150 - 4.2 MW",1,1660
"V 150 5.6",1,1660
"V 150-5.6 MW STE",1,1660
"V 200",1,2874
"V 25",1,1660
"V 25-200",1,1660
"V 27/225",1,1660
"V 29",1,1660
"V 39/500H",1,1660
"V 42 H",1,1660
"V 47",1,2554
"V 47-660/200",1,1660
"V 52 - 850 kW",1,1660
"V 52 850 kW",1,1660
"V 52, 850 kW",1,1660
"V 52, 850kW",1,1660
"V 52/850",1,1660
"V 63",1,1660
"V 66",1,1660
"V 80 - 2.0MW / Moder 105.1 dB",1,1660
"V 80 2000kW",1,1660
"V 80, NH 100",1,1660
"V 80-2.0 MW / Mode 105.1 db",1,1660
"V 82 (alt: NM 82/1500)",1,1625
"V 82/1500",1,1625
"V 90  2MW",1,1660
"V 90 2-MW",1,1660
"V 90 2.0",1,1660
"V 90 2.0 MW",1,1660
"V 90-2.0",1,NULL
"V-112 3,3 MW",1,1660
"V-112 3.0 MW",1,1660
"V-112-3.0 MW",1,1660
"V-117",1,1660
"V-117 3.45",1,1660
"V-136 3.6",1,1660
"V-39/500",1,1660
"V-66 RCC",1,1660
"V-66 VCS",1,1660
"V-80-2.0",1,1660
"V-90 2.2 MW",1,1660
"V-90-2,0-105",1,1660
"V112 - 3.3/3.45 MW  BWC",1,1660
"V112 -3.0 MW",1,1660
"V112 -3MW",1,1660
"V112 3.0 Gridstreamer",1,1660
"V112 3.0 MW",1,1660
"V112 3.3MW",1,1660
"V112 3.3MW 50 Hz",1,1660
"V112-2500",1,1657
"V112-3,0 MW",1,1660
"V112-3,0 MW NH 140",1,1660
"V112-3,3",1,1660
"V112-3,45",1,1660
"V112-3,45MW",1,1660
"V112-3.0 MW (Nabenhöhe 140m)",1,1660
"V112-3.0MW MK1A",1,1660
"V112-3.0MW MK2C",1,1660
"V112-3.3 MW",1,2554
"V112-3.3/3.45MW BWC",1,1660
"V112-3.45MW",1,1660
"V112/3,45",1,1660
"V112/3.0/140",1,1660
"V117 - 3,45MW",1,1660
"V117 3,3",1,1660
"V117 3,45",1,1660
"V117 3,45 MW",1,1660
"V117-3,3 MW",1,1660
"V117-3,3MW",1,1660
"V117-3,45",1,1660
"V117-3,45 MW",1,1660
"V117-3,6MW",1,1660
"V117-3.3",1,1660
"V117-3.3 MW",1,1660
"V117-3.3/3,45 MW",1,1660
"V117-3.45MW",1,1660
"V120-3.0MW",1,1660
"V126 - 3,45",1,1660
"V126 -3,6MW",1,1660
"V126 3,3",1,1660
"V126 3.3 MW",1,1660
"V126 3.3MW",1,1660
"V126-3,3",1,1660
"V126-3,6 HTq",1,1660
"V126-3.0",1,1660
"V126-3.3-137",1,1660
"V126-3.3MW STE",1,1660
"V126-3.450",1,1660
"V126-3.6 MW HTq",1,1660
"V126/3.45",1,1660
"V136",1,1657
"V136 3,45MW NH132m",1,1660
"V136 3.45MW",1,1660
"V136 3.6",1,1660
"V136 4,2MW NH 112m",1,1660
"V136-3",1,1660
"V136-3,45MW, 166m Nabenhöhe",1,1660
"V136-3.45/3.6 MW",1,1660
"V136-3.45MW GS",1,1660
"V136-3.6MW",1,1660
"V136-4,2 MW",1,1660
"V136-4.0/4.2 MW STE",1,1660
"V15",1,1660
"V150",1,2554
"V150 4,2MW NH 125m",1,1660
"V150 4.2 MW",1,1660
"V150 4.2MW 166m",1,1660
"V150 5.6 MW",1,1660
"V150-4,0/4,2MW",1,1660
"V150-5,6 MW STE",1,1660
"V150-5.6MW NH 166",1,1660
"V150-5.6MW-169HH",1,1660
"V15ß-4,0/4,2MW",1,1660
"V162-5.6 MW (STE)",1,1660
"V162-5.6 MW NH 169 CHT",1,1660
"V162-6.0MW (STE)",1,1660
"V17",1,1660
"V17/75",1,1660
"V27 - 225",1,1660
"V29",1,1660
"V29/225",1,1660
"V30756",1,1660
"V30757",1,1660
"V30758",1,1660
"V30759",1,1660
"V30760",1,1660
"V30761",1,1660
"V30762",1,1660
"V30763",1,1660
"V30764",1,1660
"V30765",1,1660
"V39-500 kW",1,1660
"V39/500H",1,1660
"V39/500KW",1,1660
"V39/500kW",1,1660
"V44 600kW",1,1660
"V44 V27",1,1660
"V44-2213",1,1660
"V44H /600kW",1,1660
"V44H/600kW",1,1660
"V47",1,2554
"V47 - 660/200 KW",1,1660
"V47 - 660kW",1,1660
"V47 76m Nh",1,1660
"V47-660kw",1,1660
"V47-690-660",1,1660
"V47/65",1,1660
"V4x",1,1660
"V52 - 0,85 MW",1,1660
"V52 - 850",1,1660
"V52 - 850kW",1,1660
"V52 / 850 kW",1,1660
"V52 850kW",1,2554
"V52-800",1,1660
"V52-850",1,1660
"V52/850",1,2554
"V66 - 1,75 VCS",1,1660
"V66 - 1.750",1,1660
"V66 / 1650 KW",1,1660
"V66 1.75MW",1,1660
"V66-1,65 MW",1,1660
"V66-1,65 RCC",1,1660
"V66-1,75VCS",1,1660
"V66-1750 VCS",1,1660
"V66RCC",1,1660
"V8",1,1660
"V80",1,NULL
"V80 - 2.000",1,1660
"V80 / 2.000 kW",1,1660
"V80 2 MW MK3 VCS",1,1660
"V80 2 MW Mk3",1,1660
"V80 NH 100",1,1660
"V80 VCS 2000",1,1660
"V80, 2 MW",1,1660
"V80, 2MW",1,1660
"V80-2 MW",1,1660
"V80-2.0 MW OptiSpeed",1,1660
"V80-2000",1,1660
"V82",1,1657
"V82 (NM82)",1,1660
"V82/1500",1,1660
"V90",1,1659
"V90 - 3 MW",1,1660
"V90 2 MW MK3",1,1660
"V90 2,0MW",1,1660
"V90 2MW (MK8)",1,1660
"V90 M",1,1660
"V90 MK 4",1,1660
"V90 MK 8 GridStream",1,1660
"V90 MK2",1,1660
"V90 MK8 Gridstreamer",1,1660
"V90 Mk 5",1,1660
"V90 VCS 2.0MW",1,1660
"V90-2 MW",1,1660
"V90-2,0MW NH 105",1,1660
"V90-2.0 MW",1,NULL
"V90-2.0 MW GridStreamer Mk8",1,1660
"V90-2.0MW GridStreamer (Nabenhöhe 125 m)",1,1660
"V90-2.0MW Gridstreamer",1,1660
"V90-3.0 MW",1,1660
"V90-3MW",1,1660
"V90-VCS-2.0MW",1,1660
"V90.2000",1,1660
"V90/2 MW Gridstreamer",1,1660
"V90/2.0 MW",1,1660
"V90/3000",1,1660
"V902MW Mk3",1,1660
"V90M",1,1660
"VE 120",1,1657
"VE70",1,1657
"VE77",1,1657
"VEN-120",1,1657
"VENSYS 112",1,1657
"VENSYS 120",1,1657
"VENSYS 62",1,1657
"VERTIKON M",1,2554
"VESTAS Typ V 150-4,2 MW",1,1660
"VESTAS V 80",1,1660
"VESTAS V47",1,1660
"VESTAS V80-2,0 MW",1,1660
"VK 250",1,1590
"VK 250",1,1608
"VK 58",1,NULL
"VK-58",1,2554
"VS112/140 2,5MW",1,1657
"Vata H5",1,1671
"Vensy 82",1,1657
"Vensys 112 2,5",1,1657
"Vensys 62",1,1657
"Vensys V100",1,1657
"Vent-E-go4",1,1658
"Vertical Sky A32",1,2554
"Vertikalachsenrotor / KD-VK-36",1,1608
"Vertikon M",1,2554
"Vestas  V 47",1,1660
"Vestas - V90/2000",1,1660
"Vestas / V27-225kW",1,1660
"Vestas V 90 - 2,0 MW",1,1660
"Vestas V 90 NH 95m 2,00 MW",1,1660
"Vestas V 90-2MW",1,1660
"Vestas V-126, 3,45 MW",1,1660
"Vestas V-136, 3.45 MW",1,1660
"Vestas V-44",1,1660
"Vestas V-52",1,1660
"Vestas V-52-850 kW",1,1660
"Vestas V-80-2 MW",1,1660
"Vestas V112",1,2554
"Vestas V112 - 3,3 MW",1,1660
"Vestas V112 3.0MW",1,1660
"Vestas V112 3MW",1,1660
"Vestas V112-3.0 MW ( Nabenhöhe 140)",1,1660
"Vestas V112-3.3 MW MK2A",1,1660
"Vestas V117-3,3/3,45 MW 50/60 Hz BWC",1,1660
"Vestas V117-3.3/3.45 MW 50/60 Hz BWC",1,1660
"Vestas V126",1,2554
"Vestas V126 LTq/126/3450",1,1660
"Vestas V126, 3,3 MW",1,1660
"Vestas V136-3,45MW",1,1660
"Vestas V136-4,2MW",1,1660
"Vestas V136-4.2",1,2554
"Vestas V136-4.2MW",1,1660
"Vestas V136/136/3450",1,1660
"Vestas V150-5,6MW",1,1660
"Vestas V150-5.6 MW EnVentus",1,1660
"Vestas V27/ 225 Kwh",1,1660
"Vestas V29",1,1660
"Vestas V39 500kW",1,1660
"Vestas V39/500kW",1,1660
"Vestas V42",1,1660
"Vestas V47-660 KW",1,1660
"Vestas V52 (Leroy Somer FLSB 400 LKE)",1,1660
"Vestas V52 - 850kW",1,1660
"Vestas V66 VCS 1,75MW",1,1660
"Vestas V66 VCS 1.75MW gedrosselt 1,65MW",1,1660
"Vestas V80",1,2554
"Vestas V80 - 2MW",1,1660
"Vestas V80 2MW",1,1660
"Vestas V80 VCS 2000KW",1,1660
"Vestas V80 VCS-2000KW",1,1660
"Vestas V90 2.0 MW",1,1660
"Vestas V90, MK5",1,1660
"Vestas V90-2.0",1,1660
"W - 2700 , 150 kW",1,2892
"W 1,5s",1,1654
"W 2700",1,2892
"W-06704-003 WEA E101",1,1586
"W-2700",1,2892
"W-2700 150 kW",1,2892
"W-4100",1,1592
"W-4100/500",1,2892
"W-4100/500KW",1,2892
"W-4200 / 600 KW",1,2892
"W-4200/600 kW",1,2892
"W2700",1,2892
"W2700 - 150 kW",1,2892
"W2E-100/2.0",1,1610
"W2E-120/3.0",1,1610
"W2E-120/3.0",1,1611
"W2E-93 / 2.0",1,1593
"W4100",1,2892
"W4100/500",1,2892
"W4200 OSC",1,2554
"W66",1,1586
"W755/48",1,2896
"WB 1,7 N",1,2554
"WB 2,5",1,1582
"WB 2.5 N",1,1672
"WB 3.5",1,1582
"WB 3.5",1,1672
"WB 3800-11",1,1582
"WB 5,5",1,1672
"WB 5,5 N-5,1R",1,1582
"WB 5.5 LW",1,2554
"WB3.5",1,1672
"WB6.5N-5",1,1582
"WEA",1,1634
"WEA E-40/5.40",1,1586
"WEA E82",1,1586
"WEA10",1,1629
"WESpe 5.0",1,1665
"WG 1000",1,2554
"WHISPER 100",1,1649
"WICG 64",1,1620
"WInd World 750/52",1,1625
"WKA 20",1,2554
"WKA 20/110",1,1644
"WKA 50",1,2554
"WKA Aerocraft 120",1,2554
"WKA Heywind 5.0",1,1601
"WKV-600W",1,1667
"WRE.060",1,1637
"WSD 1000",1,1674
"WSD 1000",1,2554
"WSD 3000",1,1674
"WSD3000",1,1674
"WTT 2000",1,1675
"WTT2000",1,1675
"WW 2700",1,2554
"WW 4100/500 kW",1,1660
"WW 750",1,2892
"WW4100/500",1,2892
"WW4100/500 kW",1,1660
"WW52/750",1,2892
"WW750",1,2892
"WW750/52 TS",1,2892
"WWA Falcon 40",1,2554
"W_4100",1,2892
"W_500kW",1,1660
"Wagner60",1,2554
"Wespe 4.0",1,2554
"Wespe 6.0",1,2554
"Whisper 100",1,1649
"Whisper 100",1,2554
"Wind",1,1630
"Wind Pillar 2220 DA",1,1589
"Wind Spot",1,2554
"Wind Tree",1,2554
"Wind World 750/52",1,NULL
"Wind World W 2700/150",1,2554
"Wind World W-4100/500 kW mit 48 m-Turm",1,2892
"Wind World W2700/150",1,2554
"Wind of Change 1400",1,2554
"WindInvert",1,1649
"WindTec 10 kW/h",1,1671
"WindWorld WW4200",1,2554
"Windanlage",1,1586
"Windcarrier 10kW",1,2554
"Windkraftanlage Easy Wind 6 AC",1,1585
"Windkraftanlage Heywind 6.0",1,1601
"Windkraftanlage SG 500",1,2554
"Windkraftanlage Wind Onshore",1,1672
"Windmaster2",1,1572
"Windspinn",1,1611
"Windspot",1,2554
"Windspot 3,5",1,NULL
"Windspot 3,5 kW",1,NULL
"Windspot 3,5 kw",1,2876
"Windspot3,5",1,2876
"Windturbine",1,1670
"Windworld  W750/5200",1,2892
"Windworld 750",1,2892
"Windworld WW 4200",1,2554
"Windworld WW4200",1,2554
"Windy Boy 1200",1,1599
"Windy Boy 3600TL",1,2554
"XuF2",1,1615
"_E-82",1,1586
"antaris 5,5kw",1,1582
"astos 100",1,1593
"b.ventus 250",1,NULL
"black 600",1,2554
"braun 5,5",1,1582
"changetec CT 0600",1,2554
"d4",1,1584
"d4/600",1,1584
"e 405.40",1,2884
"e 82",1,1586
"e-101",1,1586
"e-40",1,1586
"e-53",1,1586
"e-58",1,1586
"e.n.o 92 -2.2",1,1587
"e.n.o. 92-2.2",1,1587
"e3-TS 6.4",1,2554
"e40",1,1586
"easywind 6ac",1,1585
"eno 100 - 2.2",1,1587
"eno 92 -2.2",1,1587
"eno 92-2.2",1,1587
"eno100",1,1587
"eno114 - 4,0 MW",1,1587
"eno92",1,1587
"ev2.3",1,1591
"falcon40",1,2554
"g",1,1597
"iWind-38S",1,2554
"in Klärung",1,1571
"inventus",1,1605
"k.A.",1,1601
"k2on",1,2554
"keine Vorhanden",1,2554
"kleinwindanlage, Black 600/48V",1,1661
"lw50",1,1614
"makemu",1,2554
"md77",1,2888
"micon M700-225/40",1,1660
"n100",1,1627
"n50",1,1627
"nicht bekannt",1,2554
"nordex n27",1,1627
"nordtank ntk 600-180/43/60",1,2891
"smartWind SW 7,5",1,1582
"tw 300",1,1654
"tw300",1,1654
"unbekannt",1,1571
"v-112 3:0mw",1,1660
"v-39",1,1660
"v126",1,1660
"v27",1,1660
"v39",1,1660
"v80",1,1660
"v90 2.0 Gridstreamer",1,1660
"vent-E-go4",1,1658
"vestas V44",1,1660
"w 4100",1,2892
"win-frapo 2,5",1,2554
"windrad",1,2554
"wipo1,5",1,2554
NULL,0,1577
NULL,0,1581
NULL,0,1582
NULL,0,1584
NULL,0,1585
NULL,0,1586
NULL,0,1593
NULL,0,1594
NULL,0,1597
NULL,0,1598
NULL,0,1625
NULL,0,1627
NULL,0,1634
NULL,0,1645
NULL,0,1646
NULL,0,1654
NULL,0,1660
NULL,0,1672
NULL,0,2554
NULL,0,NULL
